ENSEMBL	ESC	ESC	HB	HB
ENSG00000057657	12	14	1495	1358
ENSG00000057663	1095	961	590	495
ENSG00000057704	137	130	126	156
ENSG00000057757	1083	1353	1046	983
ENSG00000057935	5034	3246	1643	1600
ENSG00000058056	1717	1304	698	838
ENSG00000058063	930	814	2646	2600
ENSG00000058085	410	257	361	312
ENSG00000058091	649	816	714	705
ENSG00000058262	3674	5781	12455	12094
ENSG00000058272	3266	2128	1335	1308
ENSG00000058335	74	22	99	81
ENSG00000058404	3	8	16	20
ENSG00000058453	921	536	369	393
ENSG00000058600	1407	1231	775	792
ENSG00000058668	2430	889	3678	3540
ENSG00000058673	4549	4407	2789	3169
ENSG00000058729	854	788	711	686
ENSG00000058799	575	669	818	748
ENSG00000058804	3347	3567	457	474
ENSG00000058866	8	2	3	3
ENSG00000059122	364	312	474	543
ENSG00000059145	641	466	336	368
ENSG00000059377	21	14	36	34
ENSG00000059378	248	107	71	61
ENSG00000059573	2950	3969	4507	4278
ENSG00000059588	1419	687	1753	1694
ENSG00000059691	455	328	332	294
ENSG00000059728	93	85	893	794
ENSG00000059758	559	483	404	453
ENSG00000059769	149	167	791	900
ENSG00000059804	18570	30036	28244	27453
ENSG00000059915	196	112	72	74
ENSG00000060069	673	645	412	428
ENSG00000060138	5106	5608	909	987
ENSG00000060140	19	25	14	16
ENSG00000060237	8819	4807	7364	7335
ENSG00000060303	0	1	0	0
ENSG00000060339	2984	2368	1778	1759
ENSG00000060491	443	549	1437	1493
ENSG00000060558	17	10	0	1
ENSG00000060566	6	3	7137	6778
ENSG00000060642	352	323	258	225
ENSG00000060656	1243	1176	1391	1230
ENSG00000060688	1717	1515	590	556
ENSG00000060709	10	3	0	2
ENSG00000060718	320	283	174	161
ENSG00000060749	6303	3843	857	863
ENSG00000060762	95	140	2348	2386
ENSG00000060971	266	296	16629	15044
ENSG00000060982	12209	7587	1091	1239
ENSG00000061273	1832	1336	991	1127
ENSG00000061337	279	107	339	363
ENSG00000061455	4	3	12	17
ENSG00000061492	3	0	0	0
ENSG00000061656	26	33	12	7
ENSG00000061676	7373	5385	4968	4450
ENSG00000061794	1073	1165	911	931
ENSG00000061918	123	187	4	3
ENSG00000061936	1121	999	649	618
ENSG00000061938	566	457	419	481
ENSG00000061987	1009	883	1336	1349
ENSG00000062038	4916	5435	95	127
ENSG00000062096	0	0	1	0
ENSG00000062194	4062	3226	1910	1831
ENSG00000062282	189	70	6864	6319
ENSG00000062370	109	95	173	167
ENSG00000062485	5416	6743	2184	2100
ENSG00000062524	4	2	97	99
ENSG00000062582	576	719	532	576
ENSG00000062598	910	657	1216	1078
ENSG00000062650	2898	2389	1644	1506
ENSG00000062716	1230	1788	3165	3104
ENSG00000062725	592	384	863	896
ENSG00000062822	1754	1547	666	589
ENSG00000063015	167	5	0	0
ENSG00000063046	24516	29062	9033	8254
ENSG00000063127	67	29	8	14
ENSG00000063169	486	335	650	748
ENSG00000063176	696	563	3713	3780
ENSG00000063177	8689	11960	3920	3531
ENSG00000063180	1507	555	59	54
ENSG00000063241	662	856	370	439
ENSG00000063244	3475	2166	2784	2693
ENSG00000063245	2178	1878	1547	1892
ENSG00000063322	876	855	1138	1129
ENSG00000063438	47	101	0	14
ENSG00000063515	15	5	2	0
ENSG00000063587	624	550	731	608
ENSG00000063601	604	477	515	509
ENSG00000063660	535	655	418	559
ENSG00000063761	296	153	309	255
ENSG00000063854	308	476	917	780
ENSG00000063978	2329	2233	1488	1377
ENSG00000064012	62	78	293	257
ENSG00000064042	138	36	640	585
ENSG00000064102	1707	1402	383	416
ENSG00000064115	1695	1607	737	707
ENSG00000064195	16	6	25	18
ENSG00000064199	145	144	86	77
ENSG00000064201	2	0	1	0
ENSG00000064205	0	0	0	0
ENSG00000064218	1	0	0	0
ENSG00000064225	219	151	302	276
ENSG00000064270	89	58	4	6
ENSG00000064300	383	463	0	0
ENSG00000064309	731	909	649	697
ENSG00000064313	1692	1375	1305	1320
ENSG00000064393	2574	1585	6351	6219
ENSG00000064419	3989	3652	1438	1302
ENSG00000064489	40	21	37	13
ENSG00000064490	365	435	231	197
ENSG00000064545	752	879	522	467
ENSG00000064547	632	520	506	507
ENSG00000064601	950	674	4045	3560
ENSG00000064607	4958	4410	3370	3396
ENSG00000064651	419	238	241	202
ENSG00000064652	360	204	531	554
ENSG00000064655	41	16	1	0
ENSG00000064666	7250	7514	2109	1985
ENSG00000064687	455	316	1102	1131
ENSG00000064692	200	173	5	4
ENSG00000064703	956	811	672	631
ENSG00000064726	1035	1135	1392	1326
ENSG00000064763	697	752	342	258
ENSG00000064787	10	9	28	28
ENSG00000064835	0	0	0	0
ENSG00000064886	0	1	25	11
ENSG00000064932	727	642	470	473
ENSG00000064933	1422	1184	337	369
ENSG00000064961	783	1074	382	396
ENSG00000064989	85	37	2	3
ENSG00000064995	947	1068	857	770
ENSG00000064999	1842	1686	3096	2957
ENSG00000065000	5528	3873	5039	4602
ENSG00000065029	462	278	727	727
ENSG00000065054	174	202	28	36
ENSG00000065057	442	557	27	38
ENSG00000065060	2653	1812	1925	1985
ENSG00000065135	2307	1831	1535	1477
ENSG00000065150	15931	12659	2529	2285
ENSG00000065154	1875	2366	11950	11291
ENSG00000065183	1890	1627	706	596
ENSG00000065243	1369	1160	986	988
ENSG00000065268	987	1120	448	355
ENSG00000065308	901	705	3932	4005
ENSG00000065320	240	73	14	13
ENSG00000065325	0	0	30	29
ENSG00000065328	1389	896	32	24
ENSG00000065357	458	405	542	424
ENSG00000065361	2164	1439	2970	2467
ENSG00000065371	1	0	0	0
ENSG00000065413	28	8	56	61
ENSG00000065427	3749	4429	1644	1537
ENSG00000065457	548	355	443	459
ENSG00000065485	466	791	1580	1463
ENSG00000065491	771	977	214	222
ENSG00000065518	2032	3007	1355	1196
ENSG00000065526	2998	2311	1143	1158
ENSG00000065534	732	677	98	102
ENSG00000065548	1574	1507	924	873
ENSG00000065559	1102	918	1599	1506
ENSG00000065600	333	434	202	177
ENSG00000065609	40	11	17	21
ENSG00000065613	1435	1147	1112	1234
ENSG00000065615	465	525	378	331
ENSG00000065618	21	6	6	6
ENSG00000065621	492	554	217	222
ENSG00000065665	554	471	438	434
ENSG00000065675	377	535	49	48
ENSG00000065717	104	84	270	257
ENSG00000065802	1088	971	940	915
ENSG00000065809	757	802	2799	2907
ENSG00000065833	112	77	492	475
ENSG00000065882	3075	3484	1340	1336
ENSG00000065883	1726	1039	1502	1632
ENSG00000065911	8260	8981	283	370
ENSG00000065923	754	976	934	932
ENSG00000065970	524	474	429	431
ENSG00000065978	22304	26894	9453	8610
ENSG00000065989	185	127	10	6
ENSG00000066027	1152	805	2340	2490
ENSG00000066032	333	198	11	9
ENSG00000066044	2583	2090	1345	1404
ENSG00000066056	30	38	16	18
ENSG00000066084	1476	1217	1381	1399
ENSG00000066117	4925	4232	1967	1878
ENSG00000066135	3675	2739	1340	1154
ENSG00000066136	1020	886	686	557
ENSG00000066185	9	8	17	13
ENSG00000066230	221	303	453	466
ENSG00000066248	57	64	98	95
ENSG00000066279	2154	1636	133	126
ENSG00000066294	5	4	4	11
ENSG00000066322	452	580	4681	4127
ENSG00000066336	2	1	0	0
ENSG00000066379	105	88	38	61
ENSG00000066382	32	17	51	48
ENSG00000066405	1	1	70	47
ENSG00000066422	743	620	927	892
ENSG00000066427	629	526	189	227
ENSG00000066455	840	1177	1584	1460
ENSG00000066468	3704	2229	5637	5585
ENSG00000066557	924	926	495	539
ENSG00000066583	668	553	861	814
ENSG00000066629	737	313	406	345
ENSG00000066651	530	510	168	170
ENSG00000066654	1656	1452	896	866
ENSG00000066697	443	382	260	254
ENSG00000066735	1036	486	27	21
ENSG00000066739	1147	605	1518	1385
ENSG00000066777	4251	3833	2152	2181
ENSG00000066813	0	1	16	4
ENSG00000066827	192	196	156	137
ENSG00000066855	777	975	1872	1837
ENSG00000066923	107	133	39	50
ENSG00000066926	517	478	454	450
ENSG00000066933	1005	811	4061	4106
ENSG00000067048	3553	3441	3106	3075
ENSG00000067057	1765	1475	3226	3047
ENSG00000067064	802	1769	4692	4637
ENSG00000067066	11	9	10	23
ENSG00000067082	568	691	1631	1468
ENSG00000067113	967	571	376	324
ENSG00000067141	2552	1901	1566	1325
ENSG00000067167	2217	2667	9552	10014
ENSG00000067177	423	371	934	886
ENSG00000067182	620	526	1068	990
ENSG00000067191	298	140	20	29
ENSG00000067208	343	327	529	591
ENSG00000067221	62	74	187	147
ENSG00000067225	16558	19524	2723	2492
ENSG00000067248	1158	748	1309	1215
ENSG00000067334	1713	1603	789	800
ENSG00000067365	621	504	287	259
ENSG00000067369	2729	1552	1060	1008
ENSG00000067445	1097	1107	2156	1955
ENSG00000067533	1182	753	241	255
ENSG00000067560	9165	11033	8465	8155
ENSG00000067596	1252	1223	745	710
ENSG00000067601	7	12	7	6
ENSG00000067606	777	700	524	432
ENSG00000067646	276	187	433	469
ENSG00000067704	2736	2274	2818	2617
ENSG00000067715	860	1270	82	88
ENSG00000067798	78	43	62	61
ENSG00000067829	546	684	561	474
ENSG00000067836	318	209	1682	1565
ENSG00000067840	1496	1513	11	9
ENSG00000067842	8	4	0	1
ENSG00000067900	2252	2108	2024	2214
ENSG00000067955	692	767	521	587
ENSG00000067992	2212	1671	929	904
ENSG00000068001	680	827	735	739
ENSG00000068024	616	528	186	217
ENSG00000068028	178	196	162	167
ENSG00000068078	1002	449	3290	3522
ENSG00000068079	70	48	162	141
ENSG00000068097	753	800	422	379
ENSG00000068120	1570	1522	2597	2577
ENSG00000068137	265	204	93	121
ENSG00000068305	695	748	412	406
ENSG00000068308	1109	1047	1177	1079
ENSG00000068354	204	191	353	295
ENSG00000068366	1211	1636	1823	2016
ENSG00000068383	534	374	408	469
ENSG00000068394	277	371	279	286
ENSG00000068438	661	786	660	639
ENSG00000068489	2203	2549	101	115
ENSG00000068615	30	13	3909	4151
ENSG00000068650	3480	3732	4367	4422
ENSG00000068654	2466	2240	1881	1889
ENSG00000068697	5217	7451	10218	9062
ENSG00000068724	527	379	1253	1242
ENSG00000068745	1462	1884	1990	1642
ENSG00000068781	17	0	15	5
ENSG00000068784	669	664	233	228
ENSG00000068796	2839	2278	806	774
ENSG00000068831	373	201	8	10
ENSG00000068878	3756	2756	2731	2756
ENSG00000068885	1005	780	300	302
ENSG00000068912	608	981	1276	1353
ENSG00000068971	112	75	198	196
ENSG00000068976	451	170	10	13
ENSG00000068985	0	0	0	0
ENSG00000069011	0	0	1786	2039
ENSG00000069018	1	0	2	0
ENSG00000069020	163	110	1183	1197
ENSG00000069122	0	0	3	4
ENSG00000069188	1261	375	1463	1423
ENSG00000069206	0	0	2	2
ENSG00000069248	2148	2158	1057	1001
ENSG00000069275	23988	17835	6876	6117
ENSG00000069329	1864	1828	3292	2824
ENSG00000069345	2287	3122	1471	1362
ENSG00000069399	32	47	87	70
ENSG00000069424	153	102	31	42
ENSG00000069431	137	105	365	356
ENSG00000069482	607	1967	14	13
ENSG00000069493	195	130	148	163
ENSG00000069509	238	270	231	213
ENSG00000069535	60	47	1406	1303
ENSG00000069667	411	236	1064	1147
ENSG00000069696	24	17	8	0
ENSG00000069702	80	75	1439	1431
ENSG00000069764	4	2	99	105
ENSG00000069812	38	41	15	25
ENSG00000069849	4114	4633	1685	1437
ENSG00000069869	1187	518	1018	1057
ENSG00000069943	127	105	118	84
ENSG00000069956	4830	4233	4304	4053
ENSG00000069966	827	962	603	538
ENSG00000069974	106	94	248	223
ENSG00000069998	1491	1491	517	525
ENSG00000070010	717	984	1229	1250
ENSG00000070019	133	211	163	135
ENSG00000070031	2	5	2	3
ENSG00000070047	90	45	193	174
ENSG00000070061	1755	1471	2293	2158
ENSG00000070081	306	275	518	529
ENSG00000070087	3948	5029	1877	1604
ENSG00000070159	190	159	1285	1051
ENSG00000070182	242	107	87	119
ENSG00000070190	3	1	2	17
ENSG00000070193	3	16	0	0
ENSG00000070214	3480	1895	2160	2282
ENSG00000070269	576	437	576	553
ENSG00000070366	1100	816	1076	991
ENSG00000070367	2591	1975	1723	1857
ENSG00000070371	726	315	435	446
ENSG00000070388	12	13	11	16
ENSG00000070404	181	163	280	248
ENSG00000070413	1624	1828	3135	3283
ENSG00000070423	712	827	779	698
ENSG00000070444	702	458	479	490
ENSG00000070476	504	394	920	1017
ENSG00000070495	213	204	322	320
ENSG00000070501	542	628	243	290
ENSG00000070526	0	1	168	146
ENSG00000070540	362	615	1230	1135
ENSG00000070601	20	22	24	49
ENSG00000070610	1948	2247	2467	2452
ENSG00000070614	2422	1803	7843	8104
ENSG00000070669	6574	5462	616	602
ENSG00000070718	553	403	178	164
ENSG00000070729	1	1	0	1
ENSG00000070731	0	3	292	235
ENSG00000070748	0	0	1	0
ENSG00000070756	31742	29948	12376	12113
ENSG00000070759	336	284	2114	1896
ENSG00000070761	592	683	351	316
ENSG00000070770	3389	2221	1605	1497
ENSG00000070778	743	360	1369	1350
ENSG00000070785	467	588	332	295
ENSG00000070808	19	14	48	36
ENSG00000070814	4229	3291	1055	1181
ENSG00000070831	2200	2410	3901	3774
ENSG00000070882	447	600	806	777
ENSG00000070886	104	60	63	53
ENSG00000070915	1	1	0	0
ENSG00000070950	679	680	199	193
ENSG00000070961	1175	1041	4678	4802
ENSG00000070985	1	0	3	1
ENSG00000071051	1111	1217	2528	2802
ENSG00000071054	6882	3548	4736	4697
ENSG00000071073	190	199	569	623
ENSG00000071082	10047	13362	4848	3629
ENSG00000071127	5528	5485	7514	6583
ENSG00000071189	934	828	884	872
ENSG00000071203	2	1	0	0
ENSG00000071205	151	164	782	843
ENSG00000071242	1200	1077	746	645
ENSG00000071243	308	255	145	146
ENSG00000071246	455	488	309	349
ENSG00000071282	165	73	411	392
ENSG00000071462	991	1110	667	646
ENSG00000071537	1231	1293	2624	2557
ENSG00000071539	794	1063	113	117
ENSG00000071553	999	1015	3109	2753
ENSG00000071564	5446	3876	623	676
ENSG00000071575	1716	1818	245	282
ENSG00000071626	4984	4242	1278	1375
ENSG00000071655	1373	1455	1748	2041
ENSG00000071677	0	0	0	0
ENSG00000071794	3320	3154	1344	1492
ENSG00000071859	648	558	917	821
ENSG00000071889	231	292	424	509
ENSG00000071909	17	8	19	11
ENSG00000071967	290	184	3	4
ENSG00000071991	0	1	0	0
ENSG00000071994	1635	2445	647	662
ENSG00000072041	889	1077	9	6
ENSG00000072042	2202	3752	4264	3646
ENSG00000072062	8	14	18	21
ENSG00000072071	1645	1046	373	286
ENSG00000072080	15	11	5	1
ENSG00000072110	4776	3605	2077	2048
ENSG00000072121	1109	686	911	840
ENSG00000072133	629	475	180	191
ENSG00000072134	1367	980	407	419
ENSG00000072135	323	427	1142	1237
ENSG00000072163	30	23	339	371
ENSG00000072182	13	2	0	1
ENSG00000072195	769	584	45	33
ENSG00000072201	129	123	230	238
ENSG00000072210	1608	1097	2721	2744
ENSG00000072274	3275	7519	1836	1645
ENSG00000072310	1149	876	550	586
ENSG00000072315	36	27	99	124
ENSG00000072364	3329	2792	4272	4422
ENSG00000072401	971	938	485	500
ENSG00000072415	966	846	1861	1849
ENSG00000072422	447	339	212	229
ENSG00000072501	4859	3829	1521	1638
ENSG00000072506	806	881	851	800
ENSG00000072518	1167	907	947	1089
ENSG00000072571	1602	1082	44	45
ENSG00000072609	1155	1016	912	895
ENSG00000072657	48	98	118	117
ENSG00000072682	259	243	1280	1223
ENSG00000072694	0	0	2	4
ENSG00000072736	911	1039	1245	1249
ENSG00000072756	2209	1594	1023	1063
ENSG00000072778	2153	1594	9253	8251
ENSG00000072786	469	326	347	378
ENSG00000072803	2720	1866	1164	1153
ENSG00000072832	2991	3274	25	62
ENSG00000072840	332	282	785	796
ENSG00000072849	591	591	988	980
ENSG00000072858	0	2	1	0
ENSG00000072864	100	59	58	70
ENSG00000072952	277	220	75	63
ENSG00000072954	291	367	106	126
ENSG00000072958	520	562	1428	1338
ENSG00000073008	539	432	6616	6328
ENSG00000073050	1190	1081	607	620
ENSG00000073060	884	1008	5956	5520
ENSG00000073067	3	0	3	8
ENSG00000073111	3458	2141	386	402
ENSG00000073146	3	2	9	13
ENSG00000073150	97	98	99	82
ENSG00000073169	217	326	613	581
ENSG00000073282	1	1	1	4
ENSG00000073331	19	6	9	7
ENSG00000073350	1130	913	1221	1461
ENSG00000073417	259	118	465	445
ENSG00000073464	345	166	150	152
ENSG00000073536	800	1083	195	196
ENSG00000073578	1712	2662	1986	1947
ENSG00000073584	3939	4013	2303	2183
ENSG00000073598	1	1	1	2
ENSG00000073605	732	358	780	832
ENSG00000073614	1146	778	1027	1086
ENSG00000073670	185	78	19	18
ENSG00000073711	798	396	840	816
ENSG00000073712	4155	2750	3273	3020
ENSG00000073734	22	38	30	37
ENSG00000073737	0	0	0	0
ENSG00000073754	0	0	0	0
ENSG00000073756	3	6	12	20
ENSG00000073792	3457	4198	2029	1989
ENSG00000073803	335	308	601	574
ENSG00000073849	3466	2741	4214	3663
ENSG00000073861	2	0	0	0
ENSG00000073905	0	1	2	0
ENSG00000073910	369	228	211	209
ENSG00000073921	1642	1840	3715	3323
ENSG00000073969	126	167	373	386
ENSG00000074047	1196	783	2	3
ENSG00000074054	2496	1687	1596	1323
ENSG00000074071	1420	1619	710	685
ENSG00000074181	3595	2981	379	451
ENSG00000074201	2677	3083	913	845
ENSG00000074211	227	231	9	11
ENSG00000074219	2565	2219	228	236
ENSG00000074266	436	394	343	376
ENSG00000074276	5	3	16	8
ENSG00000074317	120	193	2	1
ENSG00000074319	1081	1095	1019	926
ENSG00000074356	2307	1365	1648	1721
ENSG00000074370	597	553	8	0
ENSG00000074410	188	103	141	163
ENSG00000074416	14	33	89	101
ENSG00000074527	28	39	290	337
ENSG00000074582	318	288	311	304
ENSG00000074590	634	672	191	256
ENSG00000074603	1020	824	738	749
ENSG00000074621	397	301	277	260
ENSG00000074657	7459	5297	893	778
ENSG00000074660	33	0	27	0
ENSG00000074695	3158	4140	4651	4935
ENSG00000074696	4041	5774	5437	5080
ENSG00000074706	18	17	11	14
ENSG00000074755	695	720	1923	1818
ENSG00000074771	0	1	0	0
ENSG00000074800	33800	37431	18355	16564
ENSG00000074803	16	9	0	0
ENSG00000074842	320	574	836	851
ENSG00000074855	656	342	165	171
ENSG00000074935	331	483	368	463
ENSG00000074964	788	599	885	896
ENSG00000074966	5	4	24	34
ENSG00000075035	71	25	4	3
ENSG00000075043	625	591	28	32
ENSG00000075073	0	0	0	0
ENSG00000075089	651	631	783	686
ENSG00000075131	335	211	67	55
ENSG00000075142	1193	1120	502	459
ENSG00000075151	2642	2672	3010	2875
ENSG00000075188	710	757	250	270
ENSG00000075213	511	543	192	148
ENSG00000075218	792	771	63	79
ENSG00000075223	20	121	1782	1876
ENSG00000075234	517	565	1580	1534
ENSG00000075239	809	989	2448	2106
ENSG00000075240	524	570	1028	947
ENSG00000075275	1350	674	154	167
ENSG00000075290	5	19	1	0
ENSG00000075292	4352	2751	2470	2660
ENSG00000075303	367	403	330	386
ENSG00000075336	473	455	332	331
ENSG00000075340	4319	5264	27	31
ENSG00000075388	130	85	1	0
ENSG00000075391	1442	949	742	764
ENSG00000075399	99	55	187	225
ENSG00000075407	790	424	494	461
ENSG00000075413	1768	1578	1229	1277
ENSG00000075415	8777	12394	9410	8305
ENSG00000075420	1118	901	1752	1868
ENSG00000075426	224	207	2253	2204
ENSG00000075429	142	190	18	18
ENSG00000075461	158	150	1196	1217
ENSG00000075539	1390	1103	683	599
ENSG00000075618	3863	5601	1850	2237
ENSG00000075624	70579	77208	66379	58129
ENSG00000075643	554	282	55	57
ENSG00000075651	31	23	181	131
ENSG00000075673	77	40	76	88
ENSG00000075702	1138	753	210	219
ENSG00000075711	2106	1772	4595	4751
ENSG00000075785	3132	3269	5055	4607
ENSG00000075790	289	305	815	1010
ENSG00000075826	232	67	308	301
ENSG00000075856	2464	2093	1095	1073
ENSG00000075884	20	9	9	4
ENSG00000075886	1	3	32	27
ENSG00000075891	1	0	2	1
ENSG00000075914	1162	1497	332	304
ENSG00000075945	108	146	310	263
ENSG00000075975	487	575	611	632
ENSG00000076003	4259	3498	787	818
ENSG00000076043	916	895	695	714
ENSG00000076053	957	1186	546	564
ENSG00000076067	411	401	1340	1349
ENSG00000076108	4596	2598	3556	3213
ENSG00000076201	1148	1002	1114	1204
ENSG00000076242	1195	887	810	610
ENSG00000076248	3625	2889	959	937
ENSG00000076258	55	57	765	631
ENSG00000076321	295	244	304	318
ENSG00000076344	59	19	66	66
ENSG00000076351	133	183	5745	5401
ENSG00000076356	86	56	381	339
ENSG00000076382	3109	2756	9809	7928
ENSG00000076513	480	381	1788	1680
ENSG00000076554	1089	1125	1047	1111
ENSG00000076555	542	378	512	482
ENSG00000076604	1386	1607	1625	1681
ENSG00000076641	6	9	896	964
ENSG00000076650	299	300	254	228
ENSG00000076662	96	114	250	222
ENSG00000076685	1336	3368	5828	5708
ENSG00000076706	331	262	184	152
ENSG00000076716	8894	5713	271	286
ENSG00000076770	200	80	2585	2479
ENSG00000076826	634	333	1535	1788
ENSG00000076864	323	178	371	390
ENSG00000076924	885	985	572	538
ENSG00000076928	696	717	772	840
ENSG00000076944	797	562	1239	1169
ENSG00000076984	706	665	681	767
ENSG00000077009	665	483	78	77
ENSG00000077044	725	597	415	449
ENSG00000077063	633	348	22	34
ENSG00000077080	17	9	0	0
ENSG00000077092	20	19	55	61
ENSG00000077097	7587	5080	1215	1279
ENSG00000077147	4531	4506	5986	6364
ENSG00000077150	543	392	808	828
ENSG00000077152	599	760	197	185
ENSG00000077157	825	748	1927	1807
ENSG00000077232	3313	2568	2441	2337
ENSG00000077235	4319	2918	2587	2415
ENSG00000077238	462	405	406	401
ENSG00000077254	1546	1299	1262	1260
ENSG00000077264	327	165	48	57
ENSG00000077274	135	140	61	43
ENSG00000077279	126	67	39	42
ENSG00000077312	4454	3866	607	632
ENSG00000077327	7	6	7	10
ENSG00000077348	443	499	54	59
ENSG00000077420	2	0	129	122
ENSG00000077454	771	614	912	974
ENSG00000077458	637	449	262	273
ENSG00000077463	156	155	177	192
ENSG00000077498	0	0	0	0
ENSG00000077514	1174	752	104	113
ENSG00000077522	96	51	8	4
ENSG00000077549	4702	5447	4366	4270
ENSG00000077585	157	224	38	31
ENSG00000077684	4726	4067	508	537
ENSG00000077713	128	145	441	342
ENSG00000077721	918	835	894	888
ENSG00000077782	14519	6497	1685	1581
ENSG00000077800	4	3	2	6
ENSG00000077935	16	3	0	0
ENSG00000077942	2927	3621	2213	2049
ENSG00000077943	3	1	3	4
ENSG00000077984	0	0	0	0
ENSG00000078018	336	24	44	28
ENSG00000078043	1429	1304	357	386
ENSG00000078053	250	161	11	8
ENSG00000078061	731	666	964	908
ENSG00000078070	665	340	673	542
ENSG00000078081	18	10	98	96
ENSG00000078098	0	0	1	1
ENSG00000078114	1043	305	87	94
ENSG00000078124	522	544	813	884
ENSG00000078140	6025	4641	3775	3890
ENSG00000078142	913	526	723	675
ENSG00000078177	1979	1310	1562	1712
ENSG00000078237	619	436	356	405
ENSG00000078246	597	560	362	321
ENSG00000078269	371	343	859	901
ENSG00000078295	1438	4628	179	195
ENSG00000078304	1983	1799	910	847
ENSG00000078319	102	105	52	69
ENSG00000078328	84	43	24	29
ENSG00000078369	9215	9112	8485	8130
ENSG00000078399	0	0	0	4
ENSG00000078401	50	88	112	148
ENSG00000078403	2486	1729	708	639
ENSG00000078487	77	14	23	23
ENSG00000078549	1037	208	3	4
ENSG00000078579	1	6	1	0
ENSG00000078589	6	4	18	10
ENSG00000078596	204	429	168	136
ENSG00000078618	5326	4583	4010	3790
ENSG00000078668	1426	1440	1333	1119
ENSG00000078674	4095	2280	1143	1100
ENSG00000078687	1369	925	364	388
ENSG00000078699	1085	736	937	879
ENSG00000078725	215	121	69	67
ENSG00000078747	1492	1532	2222	2222
ENSG00000078795	20	10	19	20
